Country,Jan,Feb,Mar,Apr,May,Jun,JulAug,Sep,Oct,Nov,Dec
Brazil,174.11574685114698,162.9437927416307,175.78151736568998,136.3002603893373,92.27383274222908,52.619550234109376,33.832005035058515,30.54415692270306,42.9776654045231,83.10029404983916,126.21188963458987
United States Minor Outlying Islands,57.72774909892105,46.66788586557607,44.06390145824929,41.05743750499965,55.83602995116179,54.50384336830286,33.47535055027907,19.46009858614239,15.381945810210071,18.348432051232354,29.20287786824728
Myanmar,19.843910318088184,25.08462491742994,40.3770194682344,66.56706490836243,146.29052766061878,256.1068395625719,292.8488842842597,265.4738150007462,200.30252171957167,103.07712272768147,47.849507106831716
Côte d’Ivoire,19.45193401616458,31.628031096026113,69.23598576863836,108.21223756363852,163.12216439592834,209.9687107989028,249.24275766463083,235.17241103024816,198.30599657486505,156.45428989581526,64.47757515004729
Thailand,30.007179044295246,27.307635632262112,47.53578121354247,89.88889364288873,181.02206453650473,242.54798761749342,248.70420482347004,257.480434760574,234.35524399433643,136.6391432902633,80.89846260313978
Japan,112.31157144564928,101.67679865252084,118.62236194024418,122.04547316948431,137.15768779067704,155.0097735549068,154.73936497821342,151.3295953800678,138.32331130306156,108.63864131785901,105.88834263121062
Ecuador,186.18731002947976,181.34343078233857,245.72289415675863,241.36243200104147,167.13802237790196,99.83914653855423,86.0149773150655,116.34296083782985,150.30651367445623,172.49660488701716,182.68138070110155
Malawi,245.07188373157607,215.118787762575,169.85703813613964,66.30192728600464,24.643959983529754,11.50827927469597,13.863323678852039,15.212561754549025,14.029257232265007,32.86428606711538,111.64438988976853
Mauritius,121.78727708627322,143.18388557140716,158.8939228688268,121.04762180105362,78.40284058079108,56.7125163771125,52.07253520754823,45.4407095227482,38.70971985351411,35.13757017872429,41.32666243741429
Panama,36.11323229072182,32.02095311836205,45.74799890112336,80.55518278708078,184.83404377674646,263.19540860842955,260.3481813546586,239.97166975204692,226.9046198753959,226.67158254941222,155.4634803805541
Viet Nam,46.39951852283024,35.88211328668998,46.16582309170753,76.1172433786505,161.409636673475,219.23461191002738,226.19313690066025,229.49561999702817,206.4001324141421,143.5927132584586,100.49200778561716
Peru,195.43962372355048,195.12319120535543,233.798009607481,172.2670537604879,88.58241606613346,43.23096110261447,32.54343464509726,49.492291264957224,101.64332600633098,153.80869225826612,170.2816899862848
Zambia,242.75248704770488,212.4042531324008,165.3243681863943,54.41459450413934,12.778755236141484,4.678159230066575,7.992694681220469,10.133684733755448,15.915231244777425,59.00382902226283,151.32943629050712
India,24.957378548435475,19.472696485640494,27.57289332750833,39.12160330123135,65.81288041537513,127.3811514671416,191.0738249339018,189.63759094508174,148.79032515925783,93.81713551801367,57.83665066288846
Lao People's Democratic Republic,25.096398386562733,25.29066206957331,39.02286985350974,73.70280877353954,163.86225621403193,227.9851680090632,237.0187619734281,243.46898525776308,181.95179481898123,90.593534505725,49.05736254467839
Taiwan,90.25805567994465,74.17462491960832,75.66473520949584,88.84066748716371,141.54476159260776,196.3386998243732,220.25582567947438,212.04361970231548,171.42044789540833,133.5114861815155,108.4550635865327
Nicaragua,28.402739332643744,20.715099433139063,19.83908055130604,34.959765733812176,105.82899059649311,163.94320736864339,142.56142659879882,142.15144548373377,169.35847199250995,172.8594639986909,98.50589541366105
China,27.88216755238861,33.62674078106813,54.36244839304602,74.23294840282135,98.43234305368325,112.06510055359351,124.44400774340025,110.47641826272051,73.87392207196667,47.71826077585445,34.180351550912945
Burundi,209.70819863844054,185.6523601241167,222.177844240869,197.76038422517382,107.83353564797513,34.785055434234685,33.19915720774636,57.34230544661527,106.41322143571941,222.79127666181668,311.3028657142618
Costa Rica,26.834862927538335,21.611988128315833,28.16649454978732,54.280012822580396,150.92395728668606,230.31261014388423,215.99941672061942,201.7489847834949,207.91903112359591,205.8251757878276,125.40441052952485
United States of America,71.96002153235563,64.10358772490896,70.49342081636219,69.17066115761408,72.33905792601983,69.62920217619084,71.24879130230018,71.0713207839588,72.59129305971338,74.7930802573775,75.26876264591986
Indonesia,300.80037568957147,252.92421491985604,255.58401181963686,238.3258420589053,235.35625965206515,194.90610516769993,186.63239394123067,194.51239337452844,188.19129400818977,203.80295296309777,221.06359848992693
Uganda,94.28434485396076,88.66335168670308,126.64626089136371,155.38509261079804,145.26661870005793,83.34546007018581,73.30127505650269,96.85759462884707,129.6396168830273,198.69621343812148,207.57075865827878
Mexico,49.55952148651277,37.61803986081452,32.205287590783975,33.26718565574187,56.11037986535276,81.7952908051742,93.30824456609528,105.7026896505935,119.50577174116093,95.94493754640486,66.0533575445023
Guatemala,35.12600421420582,28.335583617472103,28.3409375655906,51.18304126021047,115.71853840643045,155.50330514607361,122.03457526902834,133.38472159228536,181.10193403423827,155.34237555617568,69.6587848107852
Colombia,94.23356481903387,99.57086387779395,152.83640590321912,198.27809643041286,234.7755204412431,209.80411282189422,185.46523506120317,185.3642720372387,191.2175946082237,210.8754859391982,175.23707207987147
Haiti,46.61056647178071,39.341875255663574,35.88834651275098,36.95618387669509,62.20912587261241,69.19522459110186,64.8990667714291,75.6272574489964,94.00572354613303,116.60696576459371,87.46003163135893
Honduras,40.67809215661472,29.021042718181082,24.98750429741082,38.546955835006735,99.19720325444236,139.0907131753786,112.55502137589284,121.37555051849044,160.21823837005832,160.55810354940417,91.93602847557999
Ethiopia,17.402383360098757,15.825261748584191,35.51427908756874,76.09760785923437,110.38919169333622,91.13962015773875,103.14607588997976,113.9909364884406,110.52936798710918,115.16152166443426,70.51113976470269
Kenya,51.57524570775768,39.92386736074794,57.93149489095594,88.35216644606454,93.59354434544593,42.569447999553425,32.5845114745127,33.105008160295704,42.384611931012095,96.87383553099274,128.92308848509788
