id,species,owner,countryOfOrigin,ISOofOrigin,company,region,producer,harvestYear,gradingDate,owner1,variety,processingMethod,aroma,flavor,aftertaste,acidity,body,balance,uniformity,cleanCup,sweetness,cupperPoints,totalCupPoints,moisture,color,altitudeLowMeters,altitudeHighMeters,altitudeMeanMeters,mdsX,mdsY
78,Arabica,The Coffee Source Inc.,Costa Rica,CRI,The Coffee Source Inc.,West Valley,Cafe Altura De San Ramon,2014.0,"May 1st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,0.0,Bluish-Green,1300,1300,1300,-0.6586330674943476,-1.320035229371191
79,Arabica,The Coffee Source Inc.,Costa Rica,CRI,The Coffee Source Inc.,San Ramon,Several,2014.0,"May 1st, 2014",The Coffee Source Inc.,Caturra,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,0.1,Bluish-Green,1300,1300,1300,-1.0843314747103243,-0.5383966787689491
80,Arabica,Rashid Moledina & Co. (Msa) Ltd.,Kenya,KEN,Rashid Moledina & Co. (Msa) Ltd,Central Kenya,Kianjogu - Rutuma F.C.S. Ltd.,2012.0,"April 19th, 2013",Rashid Moledina & Co. (Msa) Ltd.,SL34,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,0.0,Green,1600,1600,1600,-0.7219857710789649,-0.81085063309923
81,Arabica,Ibero Kenya Limited,Kenya,KEN,Ibero Kenya Limited,Central Kenya,,2012.0,"March 12th, 2013",Ibero Kenya Limited,SL34,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,0.0,Green,1200,1200,1200,-0.7088891964952395,-0.8545420808602342
82,Arabica,Ethiopia Commodity Exchange,Ethiopia,ETH,,Yirgacheffe,"Egziabhez Mezgebe, Gmt Industrial Plc",2009.0,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,0.05,,-1,-1,-1,-0.7474449859448931,-0.8774727525703636
83,Arabica,Ethiopia Commodity Exchange,Ethiopia,ETH,,Yirgacheffe,Hailu Gebre Hiwot,2009.0,"June 17th, 2010",Ethiopia Commodity Exchange,Typica,,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,0.1,,-1,-1,-1,-0.8763033627475099,-0.814134212106162
84,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Margarita Avila De Nuyens,2016.0,"April 27th, 2016",Juan Luis Alvarado Romero,Bourbon,,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,0.1,Green,-1,-1,-1,-0.6331682912638774,-0.7997390263929879
85,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Santander,,2015.0,"April 8th, 2015",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,0.11,Green,1550,1550,1550,-0.6735777726644604,-0.9626639652340656
86,Arabica,,Colombia,COL,Ecom Cca Sa,Santander,,2014.0,"January 17th, 2014",,Caturra,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,0.12,Green,1550,1550,1550,-0.7761567367949744,-0.7251778067064945
87,Arabica,"Nomura Trading Co., Ltd.",Indonesia,IDN,"Nomura Trading Co., Ltd.",Lintong,,2012.0,"November 26th, 2012","Nomura Trading Co., Ltd.",Sumatra Lintong,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,0.11,Green,1250,1400,1325,-0.6205941497756867,-0.7139384504541091
88,Arabica,The Coffee Source Inc.,Guatemala,GTM,The Coffee Source Inc.,Huehuetenango,Coop. Hoja Blanca - Fedecocagua,2012.0,"January 18th, 2012",The Coffee Source Inc.,Caturra,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,0.0,,1400,1400,1400,-0.5229348026645371,-1.0184429589362032
89,Arabica,Seid Damtew Coffee Planataion,Ethiopia,ETH,Seid Damtew Coffee Planation,"Kefa Zone, Gimbo Distict, At A Place Called Woka Araba, South West Ethiopia.",Seid Damtew Coffee Planation,2016.0,"August 9th, 2016",Seid Damtew Coffee Planataion,,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,0.11,Green,-1,-1,-1,-0.6794275597076654,-0.6582074428648522
90,Arabica,Carcafe Ltda Ci,Colombia,COL,Carcafe Ltda,Pasto,Jose Albeiro Gomez / Luis Jaber Realpe,2015.0,"August 18th, 2015",Carcafe Ltda Ci,Caturra,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,0.0,,2560,2560,2560,-0.7645764868244267,-0.6141212172298515
91,Arabica,Steven Kil,Ethiopia,ETH,The Specialty Coffee Appraisers Institute Of Asia,Aricha,Bnt,2014.0,"October 7th, 2014",Steven Kil,,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,0.1,Green,1700,1700,1700,-0.35196722145883796,-1.476243198190467
92,Arabica,Eileen Koyanagi,United States Minor Outlying Islands,UMI,Kona Pacific Farmers Cooperative,Kona,,2014.0,"March 10th, 2014",Eileen Koyanagi,Hawaiian Kona,Natural / Dry,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,7.92,85.08,0.11,Bluish-Green,-1,-1,-1,-0.8350691716325299,-0.6641638915674299
93,Arabica,Carcafe Ltda Ci,Colombia,COL,Carcafe Ltda,Cundinamarca,Orlando Ortiz /Wilson Ortiz/Gilberto Acosta,2012.0,"March 16th, 2012",Carcafe Ltda Ci,Caturra,Natural / Dry,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,8.08,85.08,0.11,Green,2136,2136,2136,-0.5641547935534035,-0.8621298919327917
94,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,,Kona,Kona Pacific Farmers Cooperative,,"December 27th, 2010",Kona Pacific Farmers Cooperative,,,8.08,8.17,7.92,8.0,8.08,8.0,9.33,9.33,10.0,8.17,85.08,0.01,,-1,-1,-1,-0.6551475145470282,-1.5605652516711153
95,Arabica,Ethiopia Commodity Exchange,Ethiopia,ETH,,Sidamo,Muluneh Kaka,2010.0,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.67,8.0,7.83,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.08,0.0,,-1,-1,-1,-0.6966242929546266,-0.6945798715960443
96,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,,Kona,,,"May 17th, 2010",Kona Pacific Farmers Cooperative,,,7.5,7.92,8.25,7.83,7.92,7.75,10.0,10.0,10.0,7.92,85.08,0.0,,-1,-1,-1,-0.942761300913402,-0.6403112922395635
97,Arabica,Kyagalanyi Coffee Ltd,Uganda,UGA,Kyagalanyi Coffee Ltd,Eastern Uganda,Kyagalanyi Coffee Ltd,2016.0,"July 24th, 2017",Kyagalanyi Coffee Ltd,SL14,Washed / Wet,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,8.0,85.0,0.11,Green,1800,1800,1800,-0.5068519372052641,-0.9587910139013232
98,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2016.0,"February 15th, 2017",Racafe & Cia S.C.A,Caturra,Washed / Wet,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,7.83,85.0,0.0,Green,-1,-1,-1,-0.5861316072634463,-0.7924787797802214
99,Arabica,Troy Quimby,Costa Rica,CRI,Bold Coast Coffee,Tarrazu,Manuel Montero,2016.0,"January 30th, 2017",Troy Quimby,Catuai,Washed / Wet,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,7.92,85.0,0.12,Green,1900,1900,1900,-0.589791998399199,-0.7330698639711452
100,Arabica,,Mexico,MEX,,Veracruz,,2015.0,"September 21st, 2016",,Typica,Washed / Wet,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,8.08,85.0,0.09,Green,1300,1300,1300,-0.5870360485520667,-0.8845989975061942
101,Arabica,Simon Mahinda,Kenya,KEN,C Dorman Ltd,,,2015.0,"May 7th, 2016",Simon Mahinda,,Washed / Wet,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,7.83,85.0,0.11,Green,1,1,1,-0.5118225588678943,-0.9438935089690764
102,Arabica,Rashid Moledina & Co. (Msa) Ltd.,Kenya,KEN,Rashid Moledina & Co. (Msa) Ltd,Central Kenya,,2012.0,"April 19th, 2013",Rashid Moledina & Co. (Msa) Ltd.,SL34,Washed / Wet,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,7.83,85.0,0.0,Green,1580,1580,1580,-0.6355673858561474,-0.643249050236988
103,Arabica,Nucoffee,Brazil,BRA,Nucoffee,Grama Valley,Idalina M. De Andrade Ferreira,2012.0,"February 29th, 2012",Nucoffee,Mundo Novo,Natural / Dry,8.0,8.0,7.83,7.83,7.67,7.67,10.0,10.0,10.0,8.0,85.0,0.12,Green,1100,1100,1100,-0.55727353828585,-0.9061870589792655
104,Arabica,Young Kim,Mexico,MEX,,Mexico,Finca Kassandra,,"April 6th, 2011",Young Kim,Pacamara,,7.92,8.17,7.75,8.08,7.42,7.83,10.0,10.0,10.0,7.83,85.0,0.0,,1400,1400,1400,-0.7814033972396588,-0.8455935027104771
105,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,,Kona,,,"February 24th, 2011",Kona Pacific Farmers Cooperative,,,7.75,7.92,7.75,7.75,8.0,8.0,10.0,10.0,10.0,7.83,85.0,0.0,,-1,-1,-1,-0.5915950773651986,-0.6824272515862321
106,Arabica,Carl Walker,Guatemala,GTM,,"Chuva, San Marcos",Federico Weller,2009.0,"September 7th, 2010",Carl Walker,,,7.83,8.08,7.67,8.0,7.75,7.67,10.0,10.0,10.0,8.0,85.0,0.04,,325,483,404,-0.6363814204870231,-0.8314087504734775
107,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2016.0,"November 25th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,7.83,84.92,0.0,,-1,-1,-1,-0.5159846645446153,-0.7161461342760759
108,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2015.0,"October 26th, 2015",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,7.83,84.92,0.12,Green,1600,1950,1775,-0.5887408523759443,-0.7474521293378025
109,Arabica,"Lin, Che-Hao Krude",Taiwan,TWN,Taiwan Coffee Laboratory,Natou County,Su Chuen Shian,2015.0,"June 9th, 2015","Lin, Che-Hao Krude",Typica,Semi-washed / Semi-pulped,7.67,7.83,8.0,7.58,8.0,7.92,10.0,10.0,10.0,7.92,84.92,0.11,Green,800,800,800,-0.4060964745508479,-0.8854989952442075
110,Arabica,Taylor Winch (T) Ltd,United Republic of Tanzania,TZA,Taylor Winch (T) Ltd,Mbeya,Hasambo Amcos,2014.0,"December 12th, 2014",Taylor Winch (T) Ltd,,Washed / Wet,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,7.83,84.92,0.12,Green,1620,1620,1620,-0.5477613680371386,-0.7894564691023113
111,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2012.0,"December 11th, 2012",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,7.92,84.92,0.11,Green,1600,1950,1775,-0.6313724707582302,-0.7524787730856181
112,Arabica,Artemio Zapata Tejeda,Mexico,MEX,,Coatepec,Artemio Zapata Tejeda,2012.0,"July 11th, 2012",Artemio Zapata Tejeda,Typica,Semi-washed / Semi-pulped,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,8.17,84.92,0.11,,1200,1200,1200,-0.6516321530001002,-0.9091542027788104
113,Arabica,Nucoffee,Brazil,BRA,Nucoffee,South Of Minas,Glaucio Carneiro Pinto,2011.0,"December 23rd, 2011",Nucoffee,Bourbon,Natural / Dry,8.0,7.92,7.75,7.75,8.0,7.75,10.0,10.0,10.0,7.75,84.92,0.11,Green,1200,1200,1200,-0.4410315041988132,-0.7515572597701609
114,Arabica,Nucoffee,Brazil,BRA,Nucoffee,South Of Minas,Ricardo Luiz Ferreira,2011.0,"December 3rd, 2011",Nucoffee,Catuai,Natural / Dry,8.0,8.0,7.75,8.0,7.5,7.75,10.0,10.0,10.0,7.92,84.92,0.12,Green,1000,1000,1000,-0.6416085810608145,-0.8572199970265544
115,Arabica,Brian Speckman,Kenya,KEN,,,,,"August 26th, 2010",Brian Speckman,,,8.0,7.67,7.83,8.17,7.92,7.75,10.0,10.0,10.0,7.58,84.92,0.06,,-1,-1,-1,-0.7995826367722736,-0.5347656533245184
116,Arabica,"Lin, Che-Hao Krude",Taiwan,TWN,Taiwan Coffee Laboratory,,Wang Chao Yung,2016.0,"May 18th, 2016","Lin, Che-Hao Krude",Typica,Natural / Dry,7.92,7.58,7.83,7.83,7.83,7.83,10.0,10.0,10.0,8.0,84.83,0.0,Green,350,350,350,-0.453040886328719,-0.830723635570357
117,Arabica,Kawacom Uganda Ltd,Uganda,UGA,Kawacom Uganda Ltd,Eastern,Sipi Organic Coffee Project,2013.0,"June 30th, 2014",Kawacom Uganda Ltd,SL14,Natural / Dry,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,7.83,84.83,0.12,Green,1400,1900,1650,-0.3989709818641288,-0.6220650134458441
118,Arabica,Kona Pacific Farmers Cooperative,United States Minor Outlying Islands,UMI,Kona Pacific Farmers Cooperative,Kona,,2012.0,"April 6th, 2012",Kona Pacific Farmers Cooperative,Hawaiian Kona,Natural / Dry,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,8.08,84.83,0.0,,-1,-1,-1,-0.6495852298836188,-0.7041167030444538
119,Arabica,Ethiopia Commodity Exchange,Ethiopia,ETH,,Sidamo,Sidama Coffee Farmers Coop. Union,2009.0,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.75,7.92,7.83,7.92,7.75,7.67,10.0,10.0,10.0,8.0,84.83,0.1,,1500,2000,1750,-0.5771453501479813,-0.7785345350592773
120,Arabica,Philip Schluter,Ethiopia,ETH,,Sidamo,Sidama Coffee Farmers Coop. Union,2009.0,"June 17th, 2010",Philip Schluter,,,7.42,7.92,7.92,8.0,7.83,7.83,10.0,10.0,10.0,7.92,84.83,0.1,,1500,2000,1750,-0.8204325726446986,-0.5934692193766824
121,Arabica,Koju Matsuzawa,Thailand,THA,Matsuzawa Coffee,Thailand,Matsuzawa Coffee,2015.0,"June 27th, 2016",Koju Matsuzawa,Caturra,Pulped natural / honey,7.75,7.75,7.75,7.75,8.0,7.75,10.0,10.0,10.0,8.0,84.75,0.12,Green,-1,-1,-1,-0.4396184097648934,-0.6945345685484539
122,Arabica,Lydiah Mwangi,Kenya,KEN,C Dorman Ltd,Nyeri,Karatina,2014.0,"June 2nd, 2015",Lydiah Mwangi,SL34,Washed / Wet,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,7.92,84.75,0.13,Green,1800,1800,1800,-0.5347215162181084,-0.7209832280162827
123,Arabica,Cadexsa,Honduras,HND,Cadexsa,Marcala,Omar Acosta,2014.0,"April 25th, 2014",Cadexsa,Catuai,Washed / Wet,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,8.17,84.75,0.11,Green,1450,1450,1450,-0.41142468441224883,-0.9904497486767787
124,Arabica,The Coffee Source Inc.,El Salvador,SLV,,Santa Ana,Several Producers,,"August 23rd, 2011",The Coffee Source Inc.,,,7.75,8.0,8.0,8.33,7.67,7.92,10.0,10.0,9.33,7.75,84.75,0.15,,1200,1200,1200,-1.2631866630387971,-0.6538330692918487
125,Arabica,Grounds For Health Admin,Nicaragua,NIC,,Jinotega,Juan Alvaro Munguia,,"May 31st, 2010",Grounds For Health Admin,,,7.83,7.58,7.58,7.83,7.75,7.67,10.0,10.0,10.0,8.5,84.75,0.18,,800,1050,925,-0.2565049082246255,-1.17253708223066
126,Arabica,,El Salvador,SLV,Cafetalera Del Pacifico,Apaneca,J.J. Borja Nathan,2016.0,"June 26th, 2017",,Bourbon,Washed / Wet,7.83,7.83,7.5,8.0,7.83,7.67,10.0,10.0,10.0,8.0,84.67,0.0,Blue-Green,1350,1350,1350,-0.4834479226741075,-0.7443140339050602
127,Arabica,Sanjava Coffee,Indonesia,IDN,Pt. Shriya Artha Nusantara,"Temanggung, Indonesia",Pt. Shriya Artha Nusantara,2016.0,"November 24th, 2016",Sanjava Coffee,Java,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,1200,1200,1200,-0.45742668695618033,-0.7367503292271919
128,Arabica,Koju Matsuzawa,Japan,JPN,Matsuzawa Coffee,Ada Okinawa Japan,Taijiro Tokuda,,"November 2nd, 2016",Koju Matsuzawa,Mundo Novo,Pulped natural / honey,7.75,7.75,7.75,7.42,8.08,7.83,10.0,10.0,10.0,8.08,84.67,0.12,Green,170,170,170,-0.23471507930799512,-0.8572671899469233
129,Arabica,Rodrigo Soto,Costa Rica,CRI,Panamerican Coffee Trading,Tarrazu,Johanna,2015.0,"October 4th, 2016",Rodrigo Soto,Catuai,Washed / Wet,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,7.92,84.67,0.1,Blue-Green,1150,1150,1150,-0.512885030021139,-0.840247591166487
130,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Waelti Schoenfeld Exportadores De Cafe, S.A.",Acatenango,Juan Bock,2015.0,"June 1st, 2016",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,7.83,84.67,0.1,Green,1600,1600,1600,-0.5405464303502469,-0.582145312365448
131,Arabica,Fabian Calderon Mora,Costa Rica,CRI,,Tarrazu,,2014.0,"July 6th, 2015",Fabian Calderon Mora,Caturra,Washed / Wet,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,7.92,84.67,0.12,Green,1750,1750,1750,-0.9755478494411982,-0.475806112552662
132,Arabica,Essencecoffee,Ethiopia,ETH,Essence Coffee,Yirgacheffe,Moplaco,2014.0,"May 23rd, 2015",Essencecoffee,Ethiopian Yirgacheffe,Washed / Wet,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,7.92,84.67,0.1,,1900,1900,1900,-0.4657115495866731,-0.8397604741081216
133,Arabica,Essencecoffee,Costa Rica,CRI,Essence Coffee,Costa Rica,Maria Elena Castro,2014.0,"May 23rd, 2015",Essencecoffee,,,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,7.67,84.67,0.08,Green,1750,1750,1750,-1.1053743885398275,-0.3810798048915311
134,Arabica,Eric Thormaehlen,Costa Rica,CRI,Coricafe S.A.,West Valley,Coricafe Blend,2014.0,"March 5th, 2014",Eric Thormaehlen,Catuai,Washed / Wet,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,8.0,84.67,0.11,Green,1200,1200,1200,-0.3806864874531849,-0.8548391214963156
135,Arabica,Rob Tuttle,Costa Rica,CRI,Thrive Farmers,,,2012.0,"January 3rd, 2014",Rob Tuttle,,Washed / Wet,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,7.92,84.67,0.0,Green,-1,-1,-1,-0.3955610085785905,-1.2103645368591536
136,Arabica,Cqi Taiwan Icp Cqi,Taiwan,TWN,Blossom Valley,,Gu Yong Long,2013.0,"December 26th, 2013",Cqi Taiwan Icp Cqi,Typica,Washed / Wet,8.0,7.92,7.75,7.75,7.75,7.75,10.0,10.0,10.0,7.75,84.67,0.11,Green,1000,1000,1000,-0.44103150419881876,-0.7515572597701571
137,Arabica,,Colombia,COL,Ecom Cca Sa,Santander,,2013.0,"December 20th, 2013",,Caturra,Washed / Wet,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,7.92,84.67,0.0,Green,1550,1550,1550,-0.5229099685542388,-0.6768901166910347
138,Arabica,Dream Together,Kenya,KEN,Dream Together Inc.,Nyeri,Sasini,2012.0,"September 16th, 2012",Dream Together,SL28,Washed / Wet,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Bluish-Green,2000,2000,2000,-0.6294325094022262,-0.6938304931433591
139,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Agropecuaria Quiagral,2012.0,"July 17th, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,7.67,84.67,0.11,Green,399,399,399,-0.6099520923307615,-0.6585592028068361
140,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,Sertrasa,Acatenango,Sertrasa,2012.0,"July 3rd, 2012",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,8.0,84.67,0.12,Green,465,465,465,-0.6394328264402254,-0.6702693768492196
141,Arabica,Organizaciones De Productores De Cafe Colimense,Mexico,MEX,Organizaciones De Productores De Cafe Colimense Sa De Cv,El Remudadero,"Jorge Torres Beltran, Vicente Hernandez Ochoa, Ignacio Torres",2012.0,"July 2nd, 2012",Organizaciones De Productores De Cafe Colimense,Typica,Washed / Wet,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.13,,1200,1200,1200,-0.5149868859865052,-0.6326782365761722
142,Arabica,Afca,Uganda,UGA,Ugacof Ltd,Mbale,,2012.0,"February 13th, 2012",Afca,,Washed / Wet,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,7.83,84.67,0.11,Blue-Green,1700,1850,1775,-0.524213153371104,-0.7121565961816123
143,Arabica,Benjamin Schmerler,Peru,PER,,"Penachi, Cecanor",Cecanor,,"June 14th, 2011",Benjamin Schmerler,,,7.67,7.83,7.75,7.75,7.92,7.83,10.0,10.0,10.0,7.92,84.67,0.0,,-1,-1,-1,-0.49078512915040434,-0.6412356910205513
144,Arabica,Ethiopia Commodity Exchange,Ethiopia,ETH,,Sidamo,Sidama Coffee Farmers Coop. Union,2009.0,"June 17th, 2010",Ethiopia Commodity Exchange,,,7.42,7.75,7.75,8.0,8.0,7.92,10.0,10.0,10.0,7.83,84.67,0.2,,1500,2000,1750,-0.7220792698471971,-0.45408527497632567
145,Arabica,Jungle Estate,Kenya,KEN,Keremara Limited,Nyeri,Jungle Estate,,"January 11th, 2018",Jungle Estate,SL34,Washed / Wet,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,7.83,84.58,0.11,Blue-Green,1754,1754,1754,-0.5060133278097619,-0.7429302278416849
146,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Santander,,2016.0,"January 10th, 2017",Racafe & Cia S.C.A,,Washed / Wet,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,8.08,84.58,0.0,Blue-Green,1500,1500,1500,-0.4867580752048933,-0.779625026397297
147,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2016.0,"December 28th, 2016",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.0,Green,-1,-1,-1,-0.5175083452121131,-0.6129133686899925
148,Arabica,Daniel Magu,Kenya,KEN,C Dorman Ltd,Nyeri,Blend,2013.0,"July 21st, 2014",Daniel Magu,Peaberry,Washed / Wet,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,7.92,84.58,0.1,Bluish-Green,1800,1800,1800,-0.5076275144596688,-0.7371170101485905
149,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Armajaro Guatemala, S. A.",Jalapa,Roberto Monterroso,2014.0,"May 29th, 2014",Juan Luis Alvarado Romero,Pacas,Washed / Wet,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,7.83,84.58,0.11,Green,465,465,465,-0.5301270004638324,-0.618265018062172
150,Arabica,Juan Luis Alvarado Romero,Guatemala,GTM,"Unex Guatemala, S.A.",Oriente,Amilcar Lapola,2014.0,"March 24th, 2014",Juan Luis Alvarado Romero,Bourbon,Washed / Wet,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,8.17,84.58,0.09,Green,372,372,372,-0.35950756370650555,-0.9703260738274017
151,Arabica,,Colombia,COL,Ecom Cca Sa,Santander,,2013.0,"December 20th, 2013",,Caturra,Washed / Wet,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,7.83,84.58,0.0,,1550,1550,1550,-1.0184728093501445,-0.4363252421075213
152,Arabica,Racafe & Cia S.C.A,Colombia,COL,Racafe & Cia S.C.A,Huila,La Plata,2013.0,"December 6th, 2013",Racafe & Cia S.C.A,Caturra,Washed / Wet,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,7.92,84.58,0.0,,1600,1900,1750,-0.587842249215661,-0.7046043978030959
153,Arabica,Taylor Winch (Coffee) Ltd.,Kenya,KEN,Taylor Winch (Coffee) Ltd,,Changeru Wet Mill,2013.0,"August 30th, 2013",Taylor Winch (Coffee) Ltd.,SL28,Washed / Wet,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,7.75,84.58,0.0,Green,-1,-1,-1,-0.61553761481819,-0.5721492248427967
154,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2012.0,"July 17th, 2013",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,7.75,84.58,0.0,Green,1750,1750,1750,-0.6731028869054745,-0.6131613312598052
155,Arabica,Lusso Lab,Costa Rica,CRI,Lusso Coffee Lab,Tres Rios,,2012.0,"March 12th, 2013",Lusso Lab,Bourbon,Semi-washed / Semi-pulped,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,7.75,84.58,0.12,Bluish-Green,1450,1700,1575,-0.549732572740281,-0.5815802112530492
156,Arabica,Exportadora De Cafe Condor S.A,Colombia,COL,Exportadora De Cafe Condor S.A,Huila,,2012.0,"October 9th, 2012",Exportadora De Cafe Condor S.A,Caturra,Washed / Wet,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,8.08,84.58,0.11,Green,1800,1800,1800,-0.6967043003702276,-0.4373332151033521
157,Arabica,Nucoffee,Brazil,BRA,Nucoffee,Vale Da Grama,Homero Texeira De Macedo Junior,2011.0,"December 23rd, 2011",Nucoffee,Bourbon,Semi-washed / Semi-pulped,8.0,8.0,7.75,7.75,7.58,7.75,10.0,10.0,10.0,7.75,84.58,0.12,Green,1300,1300,1300,-0.4632480918082694,-0.7890099200834052
