GCM (circulation model),Jan,Feb,Mar,Apr,May,Jun,JulAug,Sep,Oct,Nov,Dec
bccr_bcm2_0,94.34912703,62.5080591,30.91988318,35.42168744,167.1929601,317.3280453,248.2046322,248.0988905,251.1246609,238.130934,160.5394346
cccma_cgcm3_1,43.70086564,27.81926049,30.11902894,40.91761865,103.485271,139.2217077,106.2024163,152.2408693,258.8606008,218.8610942,105.2068159
cnrm_cm3,83.95869637,63.63681232,47.79257181,64.5654956,171.0922826,214.456248,171.1924286,149.8515337,228.9730564,196.8600108,117.2718641
csiro_mk3_5,17.55047174,9.100921839,5.48076329,6.726010601,27.2255111,67.81385104,71.94435056,51.33343283,71.65449492,59.76701705,30.09081295
gfdl_cm2_0,24.435229923987997,14.342885163096668,6.413553093868189,3.6470732887592225,28.044096099005554,129.3586023119333,103.15044381887778,136.96481153706668,250.08656395812218,188.07977803555556,73.49440468676667
gfdl_cm2_1,36.58693050013556,22.974694235463446,13.062321914558,6.88350233600389,9.29093660249,36.54542477925556,50.201018651355554,116.14143625887777,193.59167650014444,181.29461924242224,122.15077802867778
ingv_echam4,98.10177082473332,71.16691133719,74.16167343987779,120.77551566236667,242.34556918655557,230.3097161187778,171.82742309573334,151.58799828419998,164.21095445420002,176.64532131644444,136.55043877496666
inmcm3_0,24.90662942991778,13.929078684921112,6.11416610081289,5.4736801518344445,11.085076332093333,29.162719938488888,58.662545945911106,56.22403208415555,52.84032270644444,41.65748108757778,20.13589403363555
ipsl_cm4,31.55787563324444,17.919302331063335,8.891540845236667,4.679411444392778,14.43169562022667,39.06400638155556,83.12905036071112,54.340898301866666,30.610375934177778,21.733288447055557,20.003162490005554
miroc3_2_medres,17.52914269764889,8.191017773426665,5.004043214854334,6.8648956616711105,16.413542111715554,29.949374940644443,29.651627752499994,48.71874618531111,56.05287551878889,118.59174262155557,61.5735359192
miub_echo_g,75.66228824191111,60.63659752741111,61.072821723088886,142.22520446786666,272.7509952122222,323.86440361888884,301.1511671278888,273.0629967584444,305.30156114366673,219.4221598307778,157.03684319399997
mpi_echam5,35.13930988312445,24.79501130845445,28.01422564187778,40.12643220688889,128.5361184013778,171.13376193588888,149.13572269006667,147.31003655328888,211.07016415066664,223.0375569661111,142.51098293724442
mri_cgcm2_3_2a,26.767727110122223,18.436893887,25.164919747255553,39.963191350311114,113.96735170153332,180.5086390178111,127.13386027028888,151.6273227267444,238.31502278644444,198.45761956111107,80.56817287866667
ukmo_hadcm3,32.16102772289456,20.696509301659557,19.915296514813335,25.719629181762222,102.32957458498889,166.8217985363889,91.42571470473332,84.90881856274443,84.52478663124445,98.89370134135555,47.441690868777776
ukmo_hadgem1,49.29722879325945,34.447395818107445,28.10903718736311,32.92721880806334,84.03730985854445,297.8083767362222,207.8641662598889,96.42612202954443,142.60252295588887,238.37657674144444,114.51564110643332
