GCM (circulation model),Jan,Feb,Mar,Apr,May,Jun,JulAug,Sep,Oct,Nov,Dec
bccr_bcm2_0,99.74900055,97.59359741,133.3084106,140.6627579,119.072052,93.52694702,92.04508591,82.60229492,68.53465271,51.27616882,58.21831322
bccr_bcm2_0,96.01350403,134.1658516,175.1220093,129.4615479,123.8246651,94.04409409,90.08114243,80.44868088,63.4447422,56.50363922,59.47956657
cccma_cgcm3_1,134.4785233,144.0202026,145.2934952,113.4856644,86.45111084,57.07746506,78.86402893,56.35348892,43.46308708,33.76164341,45.1656189
cccma_cgcm3_1,143.0358963,147.798317,173.5595779,120.8275986,77.43654633,67.94798279,73.07220459,60.90226555,44.55782509,39.46372223,45.3815155
cnrm_cm3,150.1539841,176.2563705,223.415863,216.1675415,165.7183304,120.4379158,105.9850044,95.20537949,75.64168549,60.89633942,62.76971245
cnrm_cm3,140.3539276,156.1329422,198.0505447,220.8392258,152.2115936,122.815712,99.85939407,83.44305038,71.80000305,64.14705849,67.48340416
csiro_mk3_5,163.4103622,167.6897964,177.1425781,86.41133118,65.10996246,60.47381973,50.53135681,47.16868591,32.78310299,22.95028496,30.97962952
csiro_mk3_5,68.30724335,55.07422447,55.57038498,43.189888,33.51068401,25.46197701,33.88668442,92.27674866,162.9866867,165.9718781,140.279129
gfdl_cm2_0,95.9764251709,147.4204330445,127.0535850525,110.7732315065,70.898853302,54.71676635745,46.93019104005,39.0119743347,28.963927269,20.9600572586,29.49052906035
gfdl_cm2_0,123.148426056,136.592136383,152.80718994149998,121.5123901365,89.89783859254999,53.039279937749995,52.4973735809,40.81873130795,27.30364704135,24.72827243805,22.715432167049997
gfdl_cm2_1,127.75489807150001,130.397197723,134.242412567,130.1489753725,93.4766731262,54.716512680099996,44.81744003295,38.0228443146,36.0482578278,32.024477958700004,35.30548286435
gfdl_cm2_1,87.0384330748,115.1067352295,159.359069824,141.07319641150002,63.9814682007,61.6896038055,43.456436157249996,36.74276161195,30.57446193695,23.6713733673,23.2949352264
ingv_echam4,94.222755432,155.1791534425,161.219192505,127.1731796265,106.03365325940001,71.6116466522,44.9937438965,36.02573108675,25.71120929715,31.48587608335,48.8268508911
inmcm3_0,216.21103668199999,236.129585266,259.876449585,149.445274353,101.9284858702,63.08605766295,60.299955368,58.065382003799996,51.3270072937,46.587701797449995,73.77840805055
inmcm3_0,240.4233779905,243.24362182599998,261.96220397950003,174.8379058835,87.87047958369999,58.97007751465,68.72581100465,60.903757095299994,58.5225868225,61.055900573749994,85.05363845805
ipsl_cm4,69.15312004085,117.112010956,163.8122558595,118.61096572899999,64.8579444885,41.45685005185,45.6967010498,29.534203529350002,23.175203323399998,22.91537570955,18.4535951614
ipsl_cm4,67.45509910585,109.14445114150001,153.812057495,126.49347686799999,66.0089149475,36.292446136449996,31.25392723085,30.281167030349998,19.755762100250003,16.82721185685,19.17616462705
miroc3_2_medres,36.91982650755,47.2890071869,50.88518714905,46.678888320949994,51.0673942566,45.6605873108,38.56761169435,26.66124343875,17.0190849304,15.486398220049999,16.7486963272
miroc3_2_medres,46.22209739685,54.851276397700005,75.05374145510001,50.24477005005,52.636753082300004,43.25820922855,37.0714683533,32.0432338715,22.8467464447,18.584756851199998,17.775869846350002
miub_echo_g,91.9865188597,94.39981460575001,141.66647338899998,144.0756988525,77.47699737545,48.8290309906,41.89735794065,29.63538360595,19.2889060974,19.434467315699997,31.87418270115
miub_echo_g,89.1031265259,113.069908142,129.139186859,140.6329307555,75.95671081545001,43.0154838562,33.70636844635,25.4000205994,17.5190153122,16.0991821289,33.46396255495
mpi_echam5,157.5934791565,187.110862732,203.108291626,97.58050918555,47.3201389313,40.8561058044,25.309145927400003,18.616579055800003,9.941908597945,12.1822152138,14.42674446105
mpi_echam5,131.08139801024998,149.289955139,154.55507659900002,105.6899032595,30.38134384155,24.771924018900002,28.9204788208,19.40260219575,13.25365543365,11.48151063918,21.192752361300002
mri_cgcm2_3_2a,205.4418182375,198.546783447,210.9509124755,133.155975342,41.9659385681,24.196308135949998,32.70210170745,25.50992298125,24.7771177292,23.5823049545,38.43792152405
mri_cgcm2_3_2a,186.139801025,240.96713256799998,182.61143493650002,122.47952652000001,45.7463130951,33.9297132492,29.682880401600002,34.100452423099995,23.406468391449998,30.44612789155,42.5638408661
ukmo_hadcm3,90.9907283785,151.01871109,114.898113251,50.77601623535,53.9000377655,41.5214481354,35.1969833374,25.003437042199998,21.2149028778,17.80281352995,17.7294435501
ukmo_hadcm3,85.536441803,125.26244735705001,141.2344703675,85.88958358759999,55.96162605285,41.52926445005,35.6448097229,27.310463905349998,21.7573318481,20.04725551605,19.03981685635
ukmo_hadgem1,172.14250946049998,178.286270142,189.3196716305,141.0154571535,94.5770263672,63.0172290802,56.3352985382,40.84938049315,28.25317001345,23.477951049799998,38.0413913727
